F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,eyeDetection,AF_PCA_Component
4052.82,4265.13,4155.38,4331.79,4608.72,4061.03,4587.18,4180.0,4209.23,4193.85,4283.59,4607.18,1,3.470174204435189
4053.85,4267.69,4150.77,4328.21,4605.64,4061.03,4593.85,4182.05,4206.67,4191.28,4277.95,4595.9,1,3.451160819782556
4056.41,4271.79,4152.31,4330.77,4604.62,4058.46,4603.08,4189.23,4204.62,4190.77,4278.97,4594.87,1,3.6421282603685308
4060.0,4274.87,4155.9,4333.85,4602.56,4055.38,4594.87,4183.59,4205.64,4189.74,4285.13,4596.92,1,3.7945138188136225
4063.08,4278.97,4156.41,4335.38,4601.54,4054.87,4585.13,4174.36,4204.62,4190.26,4288.21,4591.79,1,3.8329133995826394
4061.54,4284.1,4158.97,4336.41,4604.1,4058.97,4592.82,4184.1,4207.18,4190.77,4287.18,4588.72,1,3.6043926905024497
4049.74,4281.54,4156.41,4333.33,4607.18,4064.62,4600.51,4190.77,4210.77,4185.64,4281.54,4584.62,1,2.593470543956731
4036.41,4268.72,4143.08,4329.23,4610.26,4065.13,4592.82,4179.49,4199.49,4173.33,4268.21,4571.79,1,1.2017364601253853
4036.41,4267.69,4154.87,4332.82,4599.49,4041.54,4575.9,4167.69,4194.87,4177.95,4270.77,4578.46,1,0.9720845984387865
4026.67,4263.08,4147.18,4337.44,4609.23,4056.41,4593.33,4182.05,4195.9,4176.41,4271.79,4578.46,1,0.24764938961804894
4020.51,4255.38,4137.95,4331.79,4616.41,4066.67,4607.69,4195.9,4200.0,4174.36,4266.67,4570.26,1,-0.4964568556506798
4016.41,4248.72,4135.38,4326.15,4615.38,4064.1,4601.03,4188.72,4202.05,4170.77,4261.03,4563.08,1,-0.8776397547875491
4011.79,4247.18,4136.41,4330.77,4612.82,4062.56,4595.9,4188.21,4203.59,4172.31,4260.51,4566.15,1,-0.8974994517149164
4016.41,4257.95,4141.54,4336.41,4613.33,4066.67,4604.1,4201.03,4212.82,4184.1,4271.79,4578.97,1,-0.19246500683815979
4017.44,4265.64,4143.08,4332.82,4608.72,4067.18,4605.64,4199.49,4216.41,4184.62,4280.0,4582.05,1,-0.13494950245680287
4007.18,4256.41,4136.41,4330.26,4603.08,4063.59,4600.51,4188.21,4204.62,4171.28,4270.77,4568.21,1,-1.2401820807355368
4004.1,4246.15,4136.41,4334.36,4606.15,4062.05,4602.05,4191.28,4201.03,4170.77,4264.1,4562.05,1,-1.526779766140346
3999.49,4250.26,4138.46,4332.31,4612.82,4061.54,4602.56,4195.38,4209.74,4178.46,4268.72,4568.72,1,-1.4130849879034217
3985.13,4251.28,4130.26,4325.64,4612.82,4061.54,4594.87,4185.64,4204.1,4170.77,4264.62,4561.03,1,-2.480297155984468
3998.97,4244.62,4134.87,4333.85,4611.28,4060.0,4593.33,4183.59,4192.31,4162.56,4257.95,4555.38,1,-2.556715297338664
4033.85,4254.36,4155.38,4348.72,4616.41,4057.95,4600.0,4195.9,4203.08,4172.82,4265.64,4563.59,1,-1.1446543748764775
4039.49,4264.62,4160.0,4344.1,4618.46,4058.46,4601.54,4195.9,4212.31,4176.92,4270.26,4557.44,1,-1.1818202640793778
4038.46,4251.79,4153.85,4342.56,4611.28,4064.62,4594.87,4188.21,4204.1,4166.15,4261.03,4557.44,1,-1.5069118604928917
4037.95,4263.08,4157.95,4344.62,4615.9,4067.18,4597.95,4192.82,4211.79,4167.69,4268.21,4557.95,1,-1.5071023705848108
3979.49,4232.31,4106.15,4333.85,4613.33,4064.62,4599.49,4191.28,4211.79,4175.9,4250.77,4558.97,0,-4.36907689216267
3976.41,4232.82,4104.1,4335.9,4614.87,4069.23,4605.64,4194.87,4217.44,4175.38,4251.28,4558.97,0,-4.197874818264374
3986.15,4238.97,4109.23,4341.03,4618.46,4070.26,4605.13,4194.87,4217.44,4177.95,4255.9,4566.67,0,-3.454147743566941
3993.85,4247.18,4120.0,4338.46,4617.44,4068.21,4605.64,4203.08,4219.49,4186.67,4260.0,4574.87,0,-2.996165682892004
3991.28,4247.69,4115.38,4331.28,4613.85,4066.15,4606.15,4204.62,4223.08,4188.72,4258.97,4575.38,0,-3.4720236165056546
3976.92,4238.97,4103.59,4334.87,4618.46,4073.85,4610.77,4195.38,4219.49,4178.97,4257.95,4564.1,0,-4.0069073776784
3982.56,4247.18,4108.21,4338.46,4620.51,4074.87,4610.26,4200.0,4216.41,4182.56,4260.51,4566.15,0,-3.5683096635073377
3989.74,4245.64,4106.67,4338.46,4616.92,4071.28,4609.74,4197.95,4217.95,4179.49,4256.41,4568.72,0,-3.7970208826794805
3987.69,4241.54,4105.64,4339.49,4616.41,4072.31,4611.28,4197.95,4223.59,4179.49,4256.41,4569.74,0,-4.064509003579426
3987.69,4241.54,4109.74,4345.64,4617.44,4080.0,4617.44,4207.69,4227.18,4191.28,4263.59,4573.33,0,-3.6643190788974676
3994.87,4239.49,4111.79,4347.18,4617.44,4081.54,4621.54,4215.38,4227.69,4195.38,4262.56,4576.41,0,-3.5875135582518562
3979.49,4238.46,4108.21,4338.46,4617.44,4072.82,4604.62,4188.72,4205.13,4177.44,4257.44,4560.51,0,-3.987988323265455
3982.05,4238.97,4110.26,4337.95,4616.41,4072.31,4600.0,4190.77,4200.51,4177.44,4255.9,4560.0,0,-4.006243366775497
3975.9,4242.56,4105.13,4332.82,4624.1,4080.0,4613.85,4189.74,4213.33,4177.95,4256.92,4560.0,0,-3.9299113469409033
3982.05,4247.18,4107.69,4334.36,4621.54,4080.51,4610.77,4198.46,4219.49,4180.51,4256.41,4564.62,0,-3.3962612773343084
3984.1,4243.08,4105.64,4336.92,4616.41,4075.38,4604.62,4195.9,4213.33,4180.0,4258.46,4564.62,0,-3.644174541638459
3981.03,4237.95,4105.64,4341.03,4616.92,4073.85,4602.05,4190.77,4216.41,4179.49,4258.97,4562.56,0,-3.9295321763696416
3983.59,4233.85,4105.64,4340.51,4618.46,4076.41,4603.59,4193.33,4220.0,4178.97,4255.38,4564.1,0,-3.62467944745479
3987.69,4233.33,4105.13,4336.41,4615.9,4073.33,4605.64,4199.49,4213.85,4180.51,4253.85,4566.15,0,-3.625066826746138
3979.49,4232.31,4102.05,4332.82,4614.36,4066.15,4605.13,4193.33,4208.72,4179.49,4255.9,4563.08,0,-4.044546767692283
3974.36,4229.74,4089.23,4330.26,4618.97,4076.41,4601.03,4193.85,4216.41,4174.87,4253.85,4557.95,0,-4.139797841939822
3967.69,4226.15,4087.18,4328.72,4622.05,4080.0,4604.1,4193.33,4212.31,4175.9,4250.26,4556.92,0,-4.120411645823438
3979.49,4229.23,4093.85,4336.92,4625.64,4081.03,4609.74,4195.9,4208.21,4180.0,4255.38,4560.51,0,-3.815370256429211
3987.18,4232.31,4098.46,4339.49,4629.23,4081.54,4612.31,4198.97,4212.82,4181.54,4258.97,4565.13,0,-3.605672421909668
3981.03,4232.31,4093.33,4334.36,4628.21,4082.56,4613.33,4195.9,4218.46,4183.59,4256.92,4569.74,0,-3.681719601412655
3981.03,4232.82,4094.87,4332.31,4618.97,4081.03,4611.28,4196.92,4223.59,4190.77,4256.41,4571.79,0,-3.586003235074219
3986.15,4231.79,4098.97,4331.28,4613.33,4075.9,4600.51,4194.87,4224.1,4191.28,4260.0,4572.31,0,-3.300821542607393
3987.69,4234.87,4098.46,4329.23,4615.9,4072.31,4594.36,4190.77,4217.95,4189.23,4263.08,4573.33,0,-3.1480631726985497
3987.18,4247.18,4101.03,4330.77,4617.95,4075.9,4606.15,4197.95,4219.49,4190.77,4267.69,4574.36,0,-3.1087229494150765
3985.64,4247.18,4103.08,4330.26,4615.38,4079.49,4614.87,4205.64,4224.62,4191.28,4271.28,4573.85,0,-3.1091021199863715
3984.62,4235.38,4099.49,4328.72,4615.9,4080.51,4612.82,4205.64,4225.64,4191.79,4266.67,4575.9,0,-3.2811505061593675
3985.13,4232.31,4096.92,4331.79,4623.59,4087.18,4617.44,4206.15,4223.59,4195.38,4261.54,4577.95,0,-3.3761167400753
3981.03,4234.87,4092.31,4330.77,4627.69,4091.28,4622.56,4199.49,4212.82,4189.23,4262.56,4570.26,0,-3.4911249722904656
3980.0,4233.33,4090.77,4329.23,4622.56,4085.13,4614.87,4189.74,4205.13,4178.97,4261.03,4563.08,0,-3.662706216760022
3987.18,4232.82,4101.54,4331.79,4616.92,4078.46,4604.1,4192.82,4213.33,4181.03,4254.87,4565.13,0,-3.4912193025301534
3995.38,4238.46,4108.21,4336.92,4621.03,4078.97,4605.64,4198.97,4224.1,4187.69,4255.9,4572.31,0,-2.95747490268387
4000.0,4246.67,4105.64,4338.46,4626.15,4083.08,4613.33,4201.03,4225.64,4191.28,4264.1,4578.46,0,-2.5567235060587508
3996.92,4247.18,4107.18,4334.87,4625.64,4086.67,4617.44,4203.08,4226.15,4190.77,4266.15,4577.44,0,-2.7847625056079037
3994.36,4245.64,4107.18,4333.85,4622.56,4084.62,4614.87,4196.41,4218.46,4189.23,4264.62,4573.33,0,-2.745983754267592
3999.49,4252.82,4106.67,4336.92,4618.46,4075.38,4608.72,4192.31,4213.33,4193.85,4268.72,4580.0,0,-1.9459830754749368
4001.54,4256.92,4108.72,4334.87,4613.85,4071.28,4608.72,4197.95,4223.59,4200.0,4274.36,4588.72,0,-1.3938810931588699
3994.36,4250.26,4108.21,4330.77,4614.36,4078.46,4617.44,4201.54,4230.26,4197.95,4276.92,4585.13,0,-1.6600494009730637
3990.77,4246.67,4103.59,4331.28,4619.49,4085.13,4618.97,4195.9,4225.64,4192.31,4274.36,4577.44,0,-2.1750652564983555
3988.21,4247.69,4097.44,4330.26,4615.9,4082.05,4608.72,4188.72,4215.38,4191.79,4265.13,4571.79,0,-2.6141364714804003
3981.54,4244.62,4094.87,4326.67,4612.82,4082.56,4609.23,4195.9,4212.82,4191.28,4261.54,4569.74,0,-2.805198242306063
3979.49,4243.08,4101.54,4329.74,4623.08,4091.79,4621.03,4209.74,4221.03,4194.36,4269.23,4577.44,0,-2.709758507579148
3984.62,4246.15,4106.67,4335.9,4627.18,4092.31,4620.0,4201.03,4220.0,4196.41,4269.74,4582.05,0,-2.7471212659815114
3988.21,4240.51,4101.03,4333.33,4616.41,4081.03,4607.69,4181.54,4211.79,4191.79,4260.0,4573.33,0,-3.1283921362505582
3984.62,4230.77,4095.38,4321.54,4607.18,4076.41,4605.13,4186.15,4216.41,4191.28,4257.95,4570.26,0,-3.2053881669880213
3983.08,4235.9,4100.0,4320.0,4610.26,4081.54,4614.87,4203.08,4230.26,4195.9,4264.62,4578.97,0,-2.5003537221112984
3990.26,4246.67,4107.18,4332.31,4617.95,4085.64,4617.95,4203.59,4234.87,4196.92,4267.18,4582.56,0,-2.1377968283356803
3996.41,4247.18,4107.69,4339.49,4622.56,4088.21,4612.31,4196.92,4230.26,4193.85,4268.21,4580.0,0,-2.5563361267673685
3996.41,4245.13,4106.67,4336.41,4624.62,4090.77,4610.77,4195.38,4220.51,4192.31,4268.21,4578.46,0,-2.766601792337583
3996.92,4247.69,4107.18,4336.41,4624.62,4089.23,4611.79,4197.95,4218.46,4192.82,4265.64,4576.92,0,-2.3666023777475105
3997.95,4249.23,4108.72,4340.0,4623.08,4089.74,4615.38,4205.64,4230.26,4194.87,4268.72,4580.0,0,-1.9652813004591767
3995.38,4250.77,4109.74,4339.49,4624.1,4091.28,4620.51,4206.15,4229.23,4200.0,4274.36,4586.15,0,-1.9459830754749368
3996.92,4257.95,4109.74,4340.51,4626.67,4089.23,4617.95,4196.92,4210.77,4199.49,4274.87,4585.64,0,-1.794071017840862
3998.97,4262.05,4108.21,4341.03,4626.67,4089.74,4611.79,4192.82,4209.23,4194.87,4274.36,4581.03,0,-1.6798147676607769
3996.92,4261.54,4109.74,4338.46,4628.72,4090.26,4615.38,4200.51,4228.21,4194.87,4276.92,4582.05,0,-1.793794386229308
3996.92,4261.54,4112.31,4337.95,4628.72,4088.72,4621.03,4207.69,4234.36,4201.03,4279.49,4582.05,0,-1.641320856652038
3997.95,4258.46,4110.77,4337.44,4620.0,4087.69,4621.03,4210.26,4224.62,4203.59,4278.97,4581.54,0,-1.5841927315619957
3993.85,4250.77,4108.21,4332.82,4614.87,4088.72,4618.46,4201.03,4218.97,4197.95,4273.85,4583.08,0,-2.1940786411509543
3993.85,4247.69,4106.67,4331.79,4618.46,4083.59,4612.82,4187.18,4215.9,4190.77,4266.67,4581.03,0,-2.518127056090271
3994.87,4252.82,4106.15,4333.85,4619.49,4080.0,4605.13,4188.72,4212.31,4189.74,4270.26,4574.36,0,-2.0224094255492195
3986.67,4253.33,4103.59,4330.77,4616.92,4085.64,4604.1,4192.82,4211.28,4192.31,4275.38,4573.33,0,-2.09892374675568
3986.15,4250.77,4104.62,4330.26,4615.9,4082.56,4604.1,4189.74,4207.18,4193.33,4274.36,4577.95,0,-2.1371328174327777
3992.31,4249.74,4109.74,4332.31,4615.38,4070.26,4603.59,4189.23,4204.62,4186.15,4269.23,4574.36,0,-2.060239325655022
3987.18,4250.77,4107.69,4327.18,4614.36,4073.33,4609.74,4197.44,4212.31,4179.49,4264.62,4566.67,0,-2.479348304749925
3985.64,4252.82,4104.62,4327.18,4613.33,4082.56,4616.92,4204.1,4220.51,4189.74,4271.79,4574.87,0,-2.060239325655022
3989.74,4252.31,4106.15,4331.79,4614.87,4080.51,4611.28,4194.36,4217.44,4198.97,4277.95,4585.64,0,-1.6408455062285459
3985.13,4249.74,4102.56,4331.79,4617.44,4077.95,4597.95,4179.49,4214.36,4192.31,4272.31,4579.49,0,-2.307955720759744
3983.59,4248.21,4100.0,4331.79,4615.38,4077.95,4594.87,4186.15,4217.95,4188.21,4266.15,4574.87,0,-2.6131876202458573
3985.64,4250.26,4107.18,4330.77,4611.28,4076.92,4600.0,4199.49,4219.49,4193.85,4267.18,4579.49,0,-2.17468608592706
3980.51,4249.74,4105.64,4327.69,4612.82,4079.49,4601.03,4195.9,4217.44,4191.28,4265.64,4576.41,0,-2.288760034735279
3977.44,4244.62,4099.49,4329.23,4617.44,4084.1,4603.59,4193.85,4216.92,4184.1,4262.56,4569.74,0,-2.690554612834596
3980.51,4242.05,4102.05,4329.23,4618.97,4083.59,4607.69,4198.97,4217.44,4185.13,4265.13,4571.28,0,-2.4997776823405404
3984.1,4244.62,4106.67,4329.74,4615.9,4080.51,4605.64,4195.9,4220.0,4190.26,4268.21,4575.38,0,-2.1747804161667146
3992.82,4249.74,4113.85,4336.41,4614.87,4078.97,4604.1,4190.77,4224.62,4193.33,4271.79,4578.97,0,-1.755197936260828
3997.95,4252.31,4118.97,4337.95,4616.92,4077.95,4612.82,4197.44,4224.62,4192.82,4273.85,4578.97,0,-1.6024395663519513
3992.31,4250.26,4113.33,4329.23,4615.38,4076.92,4622.05,4204.1,4220.51,4191.79,4273.33,4576.92,0,-1.9451221953726054
3984.1,4248.72,4106.67,4326.15,4613.33,4077.44,4623.08,4201.54,4216.41,4192.31,4272.31,4580.51,0,-2.1367536468614827
3981.03,4249.23,4107.18,4330.26,4615.9,4080.0,4620.0,4204.1,4224.1,4193.85,4272.82,4585.64,0,-1.8706942371145736
3980.51,4249.23,4106.67,4328.72,4617.44,4083.08,4618.97,4208.72,4234.87,4192.31,4272.82,4583.59,0,-1.699018662405295
3979.49,4248.21,4105.13,4321.54,4615.9,4083.08,4615.9,4198.46,4228.21,4189.23,4270.77,4575.38,0,-2.1178428011686248
3975.9,4248.72,4105.64,4321.54,4614.87,4079.49,4608.21,4189.23,4218.46,4189.23,4268.21,4573.33,0,-2.251491606572604
3977.95,4251.28,4106.15,4328.72,4613.85,4075.38,4604.62,4199.49,4224.62,4190.26,4268.21,4578.97,0,-1.7752545023876583
3978.97,4251.79,4108.72,4332.31,4615.9,4072.31,4604.62,4203.59,4228.72,4190.26,4272.31,4580.51,0,-1.9279103333367942
3972.31,4251.79,4106.15,4331.79,4620.0,4074.36,4604.62,4201.03,4214.36,4185.13,4273.33,4575.38,0,-2.480106645892549
3971.79,4255.9,4105.64,4332.31,4620.51,4080.51,4614.36,4206.15,4210.26,4184.62,4271.28,4572.31,0,-2.384857421257587
3980.0,4265.13,4114.36,4329.74,4615.9,4082.05,4621.54,4203.08,4223.59,4189.23,4271.79,4573.85,0,-1.9651787614994356
3980.51,4264.1,4116.41,4326.67,4614.36,4081.54,4615.38,4192.31,4226.15,4189.23,4271.28,4575.38,0,-2.0035783422684528
3977.95,4252.31,4111.28,4329.23,4616.92,4085.13,4614.87,4196.92,4223.08,4188.21,4267.69,4580.51,0,-2.0036808812282274
3982.56,4251.79,4116.41,4331.79,4617.95,4087.69,4625.13,4207.69,4229.74,4192.82,4267.69,4584.62,0,-1.9653692715913547
3986.15,4262.56,4123.08,4331.28,4615.9,4077.44,4620.51,4206.15,4228.72,4194.87,4272.82,4584.62,0,-1.621452951004584
3981.03,4262.05,4116.92,4329.74,4613.33,4069.74,4609.23,4201.54,4221.54,4188.21,4272.31,4583.59,0,-1.2976893763969082
3976.41,4249.23,4109.74,4328.72,4612.82,4075.38,4610.77,4201.03,4224.1,4182.05,4266.67,4574.36,0,-1.9841921461520347
3976.41,4244.1,4109.74,4330.77,4614.87,4077.95,4609.74,4193.33,4225.13,4178.97,4262.56,4566.15,0,-2.670877217279061
3975.38,4246.67,4108.21,4329.23,4613.85,4073.85,4602.56,4185.13,4216.41,4181.03,4261.54,4570.26,0,-2.309189412325861
3969.23,4250.26,4106.67,4321.03,4606.15,4071.79,4603.59,4184.1,4206.67,4184.1,4266.15,4571.28,0,-1.870884747206459
3966.67,4252.31,4106.15,4319.49,4598.97,4072.31,4606.67,4187.69,4203.59,4182.56,4271.28,4562.05,0,-2.2898032162094766
3967.69,4250.77,4107.18,4324.62,4598.46,4071.79,4609.23,4191.28,4208.72,4177.95,4270.26,4560.51,0,-2.5756343517516087
3964.62,4249.74,4104.62,4323.59,4604.62,4072.31,4613.33,4192.82,4215.38,4177.95,4267.18,4566.15,0,-2.366127027323984
3955.9,4247.18,4095.9,4316.92,4610.77,4074.36,4611.79,4190.26,4212.31,4177.95,4264.62,4564.62,0,-2.5188853972328613
3955.38,4245.13,4096.92,4317.44,4606.67,4072.82,4598.97,4188.72,4208.21,4174.87,4265.13,4565.13,0,-2.6141364714804003
3963.59,4253.33,4107.18,4323.08,4602.56,4071.79,4591.28,4193.85,4211.28,4176.92,4266.67,4572.31,0,-1.9279103333367942
3966.15,4262.05,4108.21,4323.59,4605.64,4075.38,4600.51,4196.92,4213.85,4181.54,4271.28,4574.87,0,-1.4317192019847258
3965.13,4262.56,4103.08,4325.13,4609.23,4077.44,4612.31,4194.87,4210.77,4185.13,4273.33,4574.87,0,-1.7752545023876583
3969.74,4262.05,4110.77,4331.28,4608.72,4074.87,4608.72,4192.31,4208.72,4189.74,4272.82,4576.92,0,-1.8322882972380128
3974.87,4260.0,4116.41,4332.82,4605.13,4072.82,4603.08,4189.74,4214.36,4189.74,4271.79,4575.38,0,-1.5837173811385032
3972.82,4251.79,4112.82,4326.67,4606.67,4072.31,4606.67,4188.72,4218.97,4182.56,4267.18,4573.33,0,-1.621840330295966
3969.74,4247.18,4114.36,4328.21,4613.33,4073.85,4609.23,4191.79,4219.49,4182.05,4264.62,4576.41,0,-1.4893208278857852
3973.85,4250.26,4118.97,4336.41,4614.36,4080.51,4609.74,4204.62,4220.0,4190.77,4269.23,4579.49,0,-1.5463546227361398
3976.41,4251.28,4114.87,4335.38,4611.79,4083.08,4611.79,4209.74,4223.59,4192.31,4274.36,4581.54,0,-1.6792532957176156
3973.33,4249.74,4108.72,4328.72,4611.28,4073.85,4606.15,4196.92,4225.13,4187.18,4272.31,4581.54,0,-1.3178339136558828
3970.26,4249.74,4108.21,4325.13,4609.23,4066.67,4603.08,4194.87,4225.13,4185.13,4267.69,4578.97,0,-0.9744011522127249
3971.28,4251.79,4108.72,4327.69,4609.23,4074.36,4610.77,4204.1,4226.15,4188.21,4268.21,4578.97,0,-1.0887517326324982
3971.79,4249.23,4106.15,4330.77,4615.38,4081.54,4614.87,4199.49,4226.67,4192.31,4270.26,4580.0,0,-1.7741169906737728
3964.62,4237.95,4101.54,4327.69,4614.87,4075.9,4605.64,4188.72,4216.92,4186.67,4262.56,4572.82,0,-2.726874189762762
3956.92,4231.79,4095.38,4324.62,4608.72,4073.85,4599.49,4186.67,4209.74,4176.41,4256.41,4568.21,0,-2.8236355871879377
3960.51,4235.9,4097.44,4328.21,4606.15,4079.49,4600.51,4187.69,4216.92,4175.9,4261.54,4574.36,0,-2.0618521877924336
3970.26,4237.44,4101.54,4329.74,4608.72,4083.08,4602.56,4192.82,4219.49,4181.54,4263.08,4573.85,0,-1.7371397619502147
3966.67,4232.31,4096.92,4325.64,4614.36,4084.1,4608.21,4200.51,4215.9,4182.05,4261.54,4568.21,0,-2.0039575128397478
3958.97,4230.77,4090.77,4325.64,4614.87,4082.56,4609.23,4197.95,4218.46,4181.03,4262.05,4572.31,0,-2.4043443067211694
3963.08,4233.85,4093.33,4325.13,4609.23,4078.97,4609.23,4194.36,4222.05,4184.1,4262.56,4578.46,0,-2.576392692894199
3968.72,4234.36,4095.9,4320.51,4606.67,4077.95,4613.33,4198.46,4223.08,4189.23,4265.13,4578.97,0,-1.96650678330524
3968.72,4233.85,4098.97,4322.56,4607.69,4076.92,4608.72,4198.97,4222.56,4192.31,4270.26,4578.97,0,-1.680193938232072
3970.26,4233.85,4104.1,4326.67,4606.67,4073.85,4601.03,4194.87,4222.56,4189.23,4270.26,4581.03,0,-2.213282535895506
3975.9,4236.41,4104.62,4325.64,4604.62,4073.33,4603.08,4191.28,4221.03,4187.69,4269.23,4582.05,0,-1.965842772402338
3972.82,4235.38,4096.92,4320.51,4606.67,4074.36,4602.56,4186.15,4213.33,4188.21,4268.72,4580.51,0,-1.2800983437897682
3965.64,4232.82,4092.82,4317.95,4611.79,4074.87,4600.51,4189.74,4209.74,4187.18,4266.67,4577.95,0,-1.5473978042103373
3968.21,4240.0,4098.46,4322.05,4615.9,4079.49,4611.28,4206.67,4222.56,4191.28,4271.28,4580.51,0,-1.7945527273718644
3972.31,4248.21,4104.62,4324.62,4615.38,4083.08,4616.41,4207.18,4232.31,4196.41,4274.87,4585.13,0,-1.2985438973917296
3967.69,4247.18,4100.0,4321.54,4610.26,4078.97,4605.13,4187.69,4225.13,4189.74,4268.21,4582.05,0,-1.4700308116215985
3965.13,4244.62,4096.41,4321.03,4605.13,4076.41,4596.41,4183.59,4215.9,4179.49,4263.59,4577.95,0,-1.966221942973633
3972.31,4246.15,4104.1,4327.18,4605.64,4079.49,4597.95,4199.49,4218.46,4182.56,4267.18,4584.1,0,-1.6422614991664946
3979.49,4251.79,4108.72,4329.74,4607.18,4077.95,4597.44,4202.05,4226.15,4193.33,4272.31,4588.72,0,-1.0506369921950884
3984.1,4261.03,4108.21,4328.21,4607.18,4074.87,4598.46,4197.44,4227.18,4194.87,4279.49,4585.64,0,-0.7263917080563089
3982.05,4266.15,4108.72,4326.67,4612.82,4081.03,4611.79,4203.08,4222.56,4191.28,4283.08,4583.08,0,-0.802344557319642
3974.36,4261.03,4106.67,4326.67,4616.41,4085.13,4624.1,4209.74,4225.13,4192.82,4281.03,4584.1,0,-1.1079556273770501
3974.87,4253.85,4104.1,4327.18,4608.21,4076.92,4621.03,4210.77,4230.26,4194.87,4281.54,4587.18,0,-1.1652724129464687
3975.9,4250.26,4104.62,4324.1,4604.62,4071.79,4611.28,4200.0,4221.54,4190.77,4279.49,4584.62,0,-1.2790551623155706
3970.77,4247.69,4104.1,4322.56,4611.79,4080.51,4606.67,4193.33,4211.28,4188.21,4275.9,4579.49,0,-1.546260292496418
3973.85,4249.74,4106.67,4328.72,4611.28,4083.08,4603.59,4198.97,4220.51,4191.28,4280.51,4583.59,0,-1.279909683310392
3983.59,4255.9,4111.28,4331.28,4607.18,4076.41,4599.49,4200.51,4230.77,4197.44,4284.62,4591.79,0,-0.9167033464594683
3983.59,4256.41,4111.28,4328.21,4608.21,4076.41,4604.62,4202.05,4225.13,4201.03,4278.97,4589.74,0,-1.0311501067314723
3976.92,4250.77,4106.67,4325.64,4610.26,4083.59,4613.33,4206.15,4224.1,4198.97,4278.46,4583.59,0,-1.146449538385755
3976.41,4248.21,4103.08,4324.62,4610.26,4086.15,4612.31,4196.92,4231.28,4198.46,4280.51,4587.18,0,-1.2031105217723583
3976.41,4249.23,4101.54,4323.59,4608.72,4086.15,4608.72,4191.79,4230.26,4203.08,4272.82,4590.26,0,-1.432287033035397
3973.33,4245.13,4100.0,4326.15,4608.72,4086.15,4613.33,4205.64,4224.62,4201.03,4269.23,4585.64,0,-1.6235393139529788
3973.33,4244.1,4096.41,4328.72,4612.31,4081.03,4614.36,4210.26,4227.18,4195.9,4271.28,4581.03,0,-1.7376069036537216
3975.38,4248.21,4098.46,4327.69,4612.31,4073.85,4608.72,4209.23,4232.82,4199.49,4274.36,4588.72,0,-1.3945451040617722
3975.38,4248.21,4104.62,4324.62,4607.69,4074.87,4611.28,4216.41,4233.85,4201.54,4275.38,4595.38,0,-1.0711607000253918
3975.38,4243.59,4101.03,4320.51,4605.13,4075.9,4612.31,4209.23,4227.69,4193.33,4273.33,4585.64,0,-1.356809534195624
3973.33,4240.51,4093.33,4315.38,4601.54,4073.85,4605.13,4196.92,4221.03,4189.74,4271.79,4575.38,0,-1.680573108803367
3967.69,4242.56,4090.77,4312.82,4598.46,4075.38,4604.62,4198.97,4212.31,4189.23,4270.26,4571.79,0,-1.833046638380603
3968.72,4247.18,4094.36,4316.41,4603.59,4075.9,4604.62,4196.41,4209.23,4187.69,4271.79,4573.85,0,-1.8515865222222527
3974.87,4250.77,4102.05,4320.0,4608.21,4073.85,4600.0,4192.31,4222.05,4191.28,4271.79,4577.44,0,-1.5274355683231953
3974.87,4249.23,4108.21,4318.97,4607.18,4073.85,4601.03,4201.03,4228.72,4192.82,4270.26,4575.9,0,-1.2412252622097681
3977.44,4252.31,4108.72,4318.97,4604.62,4073.33,4603.08,4202.05,4220.51,4189.74,4269.74,4576.92,0,-1.260238646862401
3983.59,4259.49,4108.21,4322.05,4608.21,4072.82,4599.49,4196.92,4224.1,4195.38,4274.87,4584.1,0,-1.2032928231441904
3983.08,4260.51,4110.77,4322.56,4612.82,4075.9,4604.1,4203.08,4234.87,4204.1,4278.97,4588.21,0,-1.2220213674652163
3981.03,4256.41,4110.26,4321.54,4614.87,4075.9,4618.46,4210.77,4231.28,4204.62,4277.44,4587.69,0,-1.260420948234233
3986.15,4253.85,4109.23,4323.08,4614.36,4073.85,4629.23,4218.46,4230.26,4202.56,4278.46,4591.28,0,-0.8986388130413449
3991.79,4255.9,4112.31,4327.18,4613.85,4076.41,4633.33,4228.72,4242.05,4204.1,4279.49,4595.38,0,-0.5366579590364506
3994.87,4261.03,4118.46,4330.26,4615.9,4077.95,4622.56,4217.44,4240.0,4206.15,4280.51,4596.41,0,-0.3260194820024848
3999.49,4263.59,4121.03,4330.77,4617.95,4073.85,4601.54,4194.36,4230.26,4206.15,4282.56,4596.92,0,0.11229154222439319
4005.13,4262.05,4120.51,4330.26,4616.92,4071.79,4597.95,4201.54,4233.85,4206.15,4284.62,4600.0,0,0.7796865970872663
